date,title,link,source,ticker
2025-08-05 16:38:00,Arista forecasts upbeat third-quarter revenue on strong demand for networking equipment,https://finance.yahoo.com/news/arista-forecasts-upbeat-third-quarter-203852761.html,Reuters,META
2025-08-05 16:38:00,Arista forecasts upbeat third-quarter revenue on strong demand for networking equipment,https://finance.yahoo.com/news/arista-forecasts-upbeat-third-quarter-203852761.html,Reuters,MSFT
2025-08-05 16:30:00,Bets on Fed Rate Cuts Are Sweeping Through the US Bond Market,https://finance.yahoo.com/news/bets-fed-rate-cuts-sweeping-203020777.html,Bloomberg,JPM
2025-08-05 16:21:00,"AMD forecast disappoints investors, shares fall",https://finance.yahoo.com/news/chipmaker-amd-forecasts-third-quarter-202104528.html,Reuters,AMD
2025-08-05 16:21:00,Chipmaker AMD forecasts third-quarter revenue above estimates,https://ca.finance.yahoo.com/news/chipmaker-amd-forecasts-third-quarter-202104473.html,Reuters,META
2025-08-05 16:21:00,"AMD data center results disappoint, shares slump",https://finance.yahoo.com/news/chipmaker-amd-forecasts-third-quarter-202104473.html,Reuters,META
2025-08-05 16:21:00,"AMD data center results disappoint, shares slump",https://finance.yahoo.com/news/chipmaker-amd-forecasts-third-quarter-202104528.html,Reuters,MSFT
2025-08-05 16:18:00,"Snap's revenue growth slowest in over a year as competition, ad platform glitch hurt",https://finance.yahoo.com/news/snap-records-slowest-revenue-growth-201800526.html,Reuters,META
2025-08-05 16:18:00,Snap records slowest revenue growth in over a year amid tough competition for ads,https://uk.finance.yahoo.com/news/snap-records-slowest-revenue-growth-201800379.html,Reuters,META
2025-08-05 16:11:00,"Super Micro's quarterly results underwhelm, shares tumble",https://finance.yahoo.com/news/super-micros-quarterly-revenue-misses-201116203.html,Reuters,DELL
2025-08-05 16:11:00,"Super Micro's quarterly results underwhelm, shares fall",https://finance.yahoo.com/news/super-micros-quarterly-revenue-misses-201116203.html,Reuters,SMCI
2025-08-05 16:08:00,Lucid cuts annual production forecast as global trade tensions sting,https://finance.yahoo.com/news/lucid-cuts-annual-production-forecast-200803598.html,Reuters,TSLA
2025-08-05 16:08:00,Lucid cuts annual production forecast as global trade tensions sting,https://finance.yahoo.com/news/lucid-cuts-annual-production-forecast-200803598.html,Reuters,UBER
2025-08-05 16:07:00,"Rivian loss bigger than expected on higher costs, lower credit income",https://finance.yahoo.com/news/rivian-loss-bigger-expected-higher-200756827.html,Reuters,AMZN
2025-08-05 16:02:00,"Amgen profit rises, weight-loss data expected in 4th quarter",https://finance.yahoo.com/news/amgen-quarterly-results-beat-wall-200251393.html,Reuters,AMGN
2025-08-05 15:44:00,Axon Jumps as Profit Beats in 'Very Strong' Quarter,https://finance.yahoo.com/video/axon-jumps-profit-beats-very-194402813.html,Bloomberg,AXON
2025-08-05 15:23:00,Amazon Will Offer OpenAI Models to Customers for First Time,https://finance.yahoo.com/news/amazon-offer-openai-models-customers-192339171.html,Bloomberg,AMZN
2025-08-05 15:23:00,Amazon Will Offer OpenAI Models to Customers for First Time,https://finance.yahoo.com/news/amazon-offer-openai-models-customers-192339171.html,Bloomberg,MSFT
2025-08-05 15:21:00,Oil Falls as Possible Russia Air Truce Eases Crude Supply Risks,https://finance.yahoo.com/news/oil-steadies-trump-threatens-india-010549818.html,Bloomberg,FANG
2025-08-05 15:20:00,"Trump Says JPMorgan, Bank of America Refused His Business",https://finance.yahoo.com/news/trump-says-jpmorgan-bank-america-161015147.html,Bloomberg,BAC
2025-08-05 15:20:00,"Trump Says JPMorgan, Bank of America Refused His Business",https://finance.yahoo.com/news/trump-says-jpmorgan-bank-america-161015147.html,Bloomberg,C
2025-08-05 15:20:00,"Trump Says JPMorgan, Bank of America Refused His Business",https://finance.yahoo.com/news/trump-says-jpmorgan-bank-america-161015147.html,Bloomberg,COF
2025-08-05 15:20:00,"Trump Says JPMorgan, Bank of America Refused His Business",https://finance.yahoo.com/news/trump-says-jpmorgan-bank-america-161015147.html,Bloomberg,JPM
2025-08-05 15:09:00,VC Firm Eclipse Hires Investor Known for Rivian Bet,https://finance.yahoo.com/video/vc-firm-eclipse-hires-investor-190943051.html,Bloomberg,TROW
2025-08-05 15:09:00,VC Firm Eclipse Hires Investor Known for Rivian Bet,https://finance.yahoo.com/video/vc-firm-eclipse-hires-investor-190943051.html,Bloomberg,TSLA
2025-08-05 14:14:00,Pfizer Lifts Profit View as Cuts Offset Flat Sales Outlook,https://finance.yahoo.com/news/pfizer-lifts-profit-view-cuts-160336306.html,Bloomberg,PFE
2025-08-05 12:49:00,BP Plans Sweeping Business Review as It Vows to Do Better,https://finance.yahoo.com/news/bp-chair-review-business-pressure-062557512.html,Bloomberg,CVX
2025-08-05 12:49:00,BP Plans Sweeping Business Review as It Vows to Do Better,https://finance.yahoo.com/news/bp-chair-review-business-pressure-062557512.html,Bloomberg,XOM
2025-08-05 12:32:00,"High-grade US firms finance new M&A with more equity and cash, less debt",https://finance.yahoo.com/news/high-grade-us-firms-finance-163221280.html,Reuters,NSC
2025-08-05 12:32:00,"High-grade US firms finance new M&A with more equity and cash, less debt",https://finance.yahoo.com/news/high-grade-us-firms-finance-163221280.html,Reuters,UNP
2025-08-05 12:25:00,"From ingredient costs to sagging demand, tariffs further pinch company earnings",https://finance.yahoo.com/news/ingredient-costs-sagging-demand-tariffs-162541064.html,Reuters,CAT
2025-08-05 12:25:00,"From ingredient costs to sagging demand, tariffs further pinch company earnings",https://finance.yahoo.com/news/ingredient-costs-sagging-demand-tariffs-162541064.html,Reuters,MAR
2025-08-05 12:25:00,"From ingredient costs to sagging demand, tariffs further pinch company earnings",https://finance.yahoo.com/news/ingredient-costs-sagging-demand-tariffs-162541064.html,Reuters,MCD
2025-08-05 12:25:00,"From ingredient costs to sagging demand, tariffs further pinch company earnings",https://finance.yahoo.com/news/ingredient-costs-sagging-demand-tariffs-162541064.html,Reuters,YUM
2025-08-05 12:16:00,82% of S&P 500 Companies Have Earnings Beats,https://finance.yahoo.com/video/82-p-500-companies-earnings-161602795.html,Bloomberg,KHC
2025-08-05 12:16:00,82% of S&P 500 Companies Have Earnings Beats,https://finance.yahoo.com/video/82-p-500-companies-earnings-161602795.html,Bloomberg,TSLA
2025-08-05 12:14:00,Marriott Trims Its Full Year Outlook,https://finance.yahoo.com/video/marriott-trims-full-outlook-161405618.html,Bloomberg,MAR
2025-08-05 12:06:00,Startup Anduril becomes third U.S. SRM supplier amid rising defense demand,https://finance.yahoo.com/news/startup-anduril-becomes-third-u-040607596.html,Reuters,LHX
2025-08-05 12:06:00,Startup Anduril becomes third U.S. SRM supplier amid rising defense demand,https://finance.yahoo.com/news/startup-anduril-becomes-third-u-040607596.html,Reuters,NOC
2025-08-05 12:03:00,Pfizer Lifts Profit View as Cuts Offset Flat Sales Outlook,https://finance.yahoo.com/news/pfizer-lifts-profit-view-cuts-160336306.html,Bloomberg,LLY
2025-08-05 11:55:00,Diesel pump prices are surging in potential boost to inflation,https://finance.yahoo.com/news/diesel-pump-prices-surging-potential-155516710.html,Bloomberg,GS
2025-08-05 11:47:00,US Plans Record $100 Billion Bill Sale as Borrowing Needs Mount,https://finance.yahoo.com/news/us-plans-record-100-billion-154746470.html,Bloomberg,BAC
2025-08-05 10:27:00,Diamondback says it should be Permian's 'consolidator of choice' as oil outlook dims,https://finance.yahoo.com/news/diamondback-says-permians-consolidator-choice-142700430.html,Reuters,FANG
2025-08-05 10:02:00,"Australia regulator says YouTube, others 'turning a blind eye' to child abuse material",https://finance.yahoo.com/m/8ac863ce-a10e-37ad-8be7-a4b16ab09300/australia-regulator-says.html,Reuters,AAPL
2025-08-05 10:02:00,"Australia regulator says YouTube, others 'turning a blind eye' to child abuse material",https://finance.yahoo.com/m/8ac863ce-a10e-37ad-8be7-a4b16ab09300/australia-regulator-says.html,Reuters,GOOG
2025-08-05 10:02:00,"Australia regulator says YouTube, others 'turning a blind eye' to child abuse material",https://finance.yahoo.com/m/8ac863ce-a10e-37ad-8be7-a4b16ab09300/australia-regulator-says.html,Reuters,GOOGL
2025-08-05 09:49:00,Cummins beats quarterly revenue estimates on generator demand; tariff concerns linger,https://finance.yahoo.com/news/cummins-beats-quarterly-revenue-estimates-134926757.html,Reuters,CMI
2025-08-05 09:48:00,"US agency approves OpenAI, Google, Anthropic for federal AI vendor list",https://ca.finance.yahoo.com/news/us-agency-approves-openai-google-134848017.html,Reuters,GOOG
2025-08-05 09:48:00,"US agency approves OpenAI, Google, Anthropic for federal AI vendor list",https://finance.yahoo.com/news/us-agency-approves-openai-google-134848017.html,Reuters,GOOGL
2025-08-05 09:23:00,"Expeditors posts upbeat results on higher freight volumes, customs fees",https://finance.yahoo.com/news/expeditors-posts-upbeat-results-higher-132301063.html,Reuters,EXPD
2025-08-05 09:18:00,"Wall Street Continues to Underestimates Palantir, Ives Says",https://finance.yahoo.com/video/wall-street-continues-underestimates-palantir-131850192.html,Bloomberg,PLTR
2025-08-05 09:06:00,Former X CEO Yaccarino takes helm at digital health company eMed,https://finance.yahoo.com/news/digital-health-company-emed-taps-130614163.html,Reuters,CMCSA
2025-08-05 09:01:00,"Security flaw found, fixed that could have left millions of Dell laptops vulnerable, researchers say",https://finance.yahoo.com/news/security-flaw-found-fixed-could-130136794.html,Reuters,AVGO
2025-08-05 09:01:00,Fed Cut Reason More Important Than Timing: BlackRock's Lynam,https://finance.yahoo.com/video/fed-cut-reason-more-important-130138493.html,Bloomberg,BLK
2025-08-05 09:01:00,"Security flaw found, fixed that could have left millions of Dell laptops vulnerable, researchers say",https://finance.yahoo.com/news/security-flaw-found-fixed-could-130136794.html,Reuters,DELL
2025-08-05 08:59:00,"Tesla, Musk sued by shareholders over Robotaxi claims",https://finance.yahoo.com/news/tesla-musk-sued-shareholders-over-125951164.html,Reuters,TSLA
2025-08-05 08:58:00,Clay valued at $3.1 billion in latest fundraise as AI continues to run hot,https://finance.yahoo.com/news/clay-valued-3-1-billion-125822628.html,Reuters,GOOG
2025-08-05 08:58:00,Clay valued at $3.1 billion in latest fundraise as AI continues to run hot,https://finance.yahoo.com/news/clay-valued-3-1-billion-125822628.html,Reuters,GOOGL
2025-08-05 08:30:00,"Companies Tout More Investments, Orders From Trumps Tax Bill in Earnings Calls",https://finance.yahoo.com/news/companies-tout-more-investments-orders-123000810.html,Bloomberg,BA
2025-08-05 08:30:00,"Companies Tout More Investments, Orders From Trumps Tax Bill in Earnings Calls",https://finance.yahoo.com/news/companies-tout-more-investments-orders-123000810.html,Bloomberg,F
2025-08-05 08:30:00,"Companies Tout More Investments, Orders From Trumps Tax Bill in Earnings Calls",https://finance.yahoo.com/news/companies-tout-more-investments-orders-123000810.html,Bloomberg,GD
2025-08-05 08:30:00,"Companies Tout More Investments, Orders From Trumps Tax Bill in Earnings Calls",https://finance.yahoo.com/news/companies-tout-more-investments-orders-123000810.html,Bloomberg,JNJ
2025-08-05 08:30:00,"Companies Tout More Investments, Orders From Trumps Tax Bill in Earnings Calls",https://finance.yahoo.com/news/companies-tout-more-investments-orders-123000810.html,Bloomberg,NOC
2025-08-05 08:30:00,"Companies Tout More Investments, Orders From Trumps Tax Bill in Earnings Calls",https://finance.yahoo.com/news/companies-tout-more-investments-orders-123000810.html,Bloomberg,ROP
2025-08-05 08:30:00,"Companies Tout More Investments, Orders From Trumps Tax Bill in Earnings Calls",https://finance.yahoo.com/news/companies-tout-more-investments-orders-123000810.html,Bloomberg,SHW
2025-08-05 08:30:00,"Companies Tout More Investments, Orders From Trumps Tax Bill in Earnings Calls",https://finance.yahoo.com/news/companies-tout-more-investments-orders-123000810.html,Bloomberg,T
2025-08-05 08:30:00,"Companies Tout More Investments, Orders From Trumps Tax Bill in Earnings Calls",https://finance.yahoo.com/news/companies-tout-more-investments-orders-123000810.html,Bloomberg,URI
2025-08-05 08:24:00,"HSBC lifts S&P 500 year-end target to 6,400 on AI boom, easing policy uncertainty",https://finance.yahoo.com/news/hsbc-raises-p-500-end-122405700.html,Reuters,META
2025-08-05 08:24:00,"HSBC lifts S&P 500 year-end target to 6,400 on AI boom, easing policy uncertainty",https://finance.yahoo.com/news/hsbc-raises-p-500-end-122405700.html,Reuters,MSFT
2025-08-05 08:24:00,Animal healthcare firm Zoetis raises annual forecast on strong pet product demand,https://finance.yahoo.com/news/animal-healthcare-firm-zoetis-raises-122415753.html,Reuters,ZTS
2025-08-05 08:23:00,Broadridge Financial beats quarterly profit view on robust demand for mainstay businesses,https://finance.yahoo.com/news/broadridge-financial-beats-quarterly-profit-122317204.html,Reuters,BR
2025-08-05 08:14:00,Payments processor FIS forecasts third-quarter profit below estimates,https://finance.yahoo.com/news/payments-processor-fis-forecasts-third-121427808.html,Reuters,FIS
2025-08-05 07:47:00,Aluminum can maker Ball Corp lifts annual profit forecast buoyed by strong global demand,https://finance.yahoo.com/news/aluminum-maker-ball-corp-lifts-114750005.html,Reuters,BALL
2025-08-05 07:47:00,Aluminum can maker Ball Corp lifts annual profit forecast buoyed by strong global demand,https://finance.yahoo.com/news/aluminum-maker-ball-corp-lifts-114750005.html,Reuters,KO
2025-08-05 07:47:00,Aluminum can maker Ball Corp lifts annual profit forecast buoyed by strong global demand,https://finance.yahoo.com/news/aluminum-maker-ball-corp-lifts-114750005.html,Reuters,PEP
2025-08-05 07:47:00,Aluminum can maker Ball Corp lifts annual profit forecast buoyed by strong global demand,https://finance.yahoo.com/news/aluminum-maker-ball-corp-lifts-114750005.html,Reuters,STZ
2025-08-05 07:28:00,"Barcode scanner maker Zebra in $1.3 billion deal to buy Elo Touch, boosts forecasts",https://finance.yahoo.com/news/barcode-scanner-maker-zebra-1-112832032.html,Reuters,ZBRA
